timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685894191178,506,User Login,200,OK,Thread Group 1-1,text,true,,593,310,1,1,https://dmoney.roadtocareer.net/user/login,503,0,472
1685894191717,780,Admin Create Agent,201,Created,Thread Group 1-1,text,true,,600,604,1,1,https://dmoney.roadtocareer.net/user/create,780,0,0
1685894192502,32,Admin Create User,201,Created,Thread Group 1-1,text,true,,600,604,1,1,https://dmoney.roadtocareer.net/user/create,32,0,0
1685894192535,67,System Deposite Agent,201,Created,Thread Group 1-1,text,true,,444,529,1,1,https://dmoney.roadtocareer.net/transaction/deposit,67,0,0
1685894192603,68,Agent Diposite Custromer,201,Created,Thread Group 1-1,text,true,,436,534,1,1,https://dmoney.roadtocareer.net/transaction/deposit,68,0,0
1685894192672,30, Custromer Balance,200,OK,Thread Group 1-1,text,true,,377,434,1,1,https://dmoney.roadtocareer.net/transaction/balance/01721117497,30,0,0
1685894192703,35, Custromer Withdraw ,201,Created,Thread Group 1-1,text,true,,430,534,1,1,https://dmoney.roadtocareer.net/transaction/withdraw,35,0,0
1685894192739,38, Custromer Payment,201,Created,Thread Group 1-1,text,true,,429,533,1,1,https://dmoney.roadtocareer.net/transaction//payment,38,0,0
1685894192778,24,Expected Custromer Balance,200,OK,Thread Group 1-1,text,true,,377,434,1,1,https://dmoney.roadtocareer.net/transaction/balance/01721117497,24,0,0
